family,configuration,trial,fold,average_precision,roc_auc,recall,precision,f1,specificity,brier,tn,fp,fn,tp,threshold,mean_probability,prevalence,predicted_positive_fraction,fit_encounters,holdout_encounters,encoded_features,duration_seconds
logistic,raw,2,0,0.20956558045954038,0.6432120327580279,0.016973125884016973,0.5714285714285714,0.03296703296703297,0.9984069386671387,0.0951807925242616,11281,18,1390,24,0.5,0.10989090583090681,0.1112247305907339,0.0033037048690316997,50850,12713,76,0.35806483299529646
logistic,raw,2,1,0.2095524530119732,0.6630019632719664,0.016973125884016973,0.41379310344827586,0.03260869565217391,0.9969906178084617,0.095321462850415,11264,34,1390,24,0.5,0.11191852923242535,0.11123348017621146,0.004562617998741347,50851,12712,76,0.3342979590088362
logistic,raw,2,2,0.22664007839041486,0.6666727417344631,0.021231422505307854,0.6122448979591837,0.04103967168262654,0.9983185840707964,0.09417177641111091,11281,19,1383,30,0.5,0.11021072639391594,0.11114607095099505,0.00385432234720365,50850,12713,77,0.34076912500313483
logistic,raw,2,3,0.21028552257830965,0.6588553170974365,0.019815994338287332,0.4,0.037761294672960216,0.9962828568899903,0.09528409315344692,11257,42,1385,28,0.5,0.11118371914731763,0.11115481434864695,0.005506607929515419,50851,12712,76,0.34427195899479557
logistic,raw,2,4,0.20456502178810107,0.6555109081388459,0.02545968882602546,0.46153846153846156,0.04825737265415549,0.9962828568899903,0.09564796392453553,11257,42,1378,36,0.5,0.11249949731287655,0.1112247305907339,0.0061354518996303,50850,12713,76,0.3531793750007637
logistic,raw,3,0,0.20949628256362213,0.6432584125493075,0.016973125884016973,0.5714285714285714,0.03296703296703297,0.9984069386671387,0.09518148843577927,11281,18,1390,24,0.5,0.10992505530139207,0.1112247305907339,0.0033037048690316997,50850,12713,76,0.3671167920110747
logistic,raw,3,1,0.209552812398234,0.6630362034762007,0.016973125884016973,0.41379310344827586,0.03260869565217391,0.9969906178084617,0.09532026352956768,11264,34,1390,24,0.5,0.11192483586078458,0.11123348017621146,0.004562617998741347,50851,12712,76,0.34317358399857767
logistic,raw,3,2,0.22658458093159903,0.6665766679818875,0.021231422505307854,0.6,0.04101161995898838,0.9982300884955753,0.09417649473517382,11280,20,1383,30,0.5,0.11016758942429535,0.11114607095099505,0.003932981986942499,50850,12713,77,0.33426712499931455
logistic,raw,3,3,0.2103311691552237,0.6589071789667299,0.019815994338287332,0.4,0.037761294672960216,0.9962828568899903,0.09528253719039077,11257,42,1385,28,0.5,0.11116240093607091,0.11115481434864695,0.005506607929515419,50851,12712,76,0.35623841699270997
logistic,raw,3,4,0.2047416741216904,0.6560486257999576,0.02545968882602546,0.46153846153846156,0.04825737265415549,0.9962828568899903,0.09564168929940137,11257,42,1378,36,0.5,0.11257993044716681,0.1112247305907339,0.0061354518996303,50850,12713,76,0.35802308398706373
logistic,raw,4,0,0.20957811270735965,0.6434602053254015,0.016973125884016973,0.5853658536585366,0.032989690721649485,0.9984954420745199,0.09516928119195601,11282,17,1390,24,0.5,0.10991109796918669,0.1112247305907339,0.0032250452292928496,50850,12713,76,0.3438041670015082
logistic,raw,4,1,0.2096357694434046,0.6634552234526996,0.016973125884016973,0.4,0.032564450474898234,0.9968135953266065,0.09531739671857764,11262,36,1390,24,0.5,0.11209454222920297,0.11123348017621146,0.004719949653870359,50851,12712,76,0.3422549160022754
logistic,raw,4,2,0.22645918240536173,0.6665357082464348,0.021231422505307854,0.6122448979591837,0.04103967168262654,0.9983185840707964,0.09418253112966789,11281,19,1383,30,0.5,0.11019654953680023,0.11114607095099505,0.00385432234720365,50850,12713,77,0.3439067500003148
logistic,raw,4,3,0.21034621542135823,0.6591490131181091,0.019815994338287332,0.4057971014492754,0.037786774628879895,0.9963713602973715,0.09527787961748554,11258,41,1385,28,0.5,0.11119178036193447,0.11115481434864695,0.005427942101950913,50851,12712,76,0.34705104200111236
logistic,raw,4,4,0.2048641062061189,0.6562701346816563,0.02545968882602546,0.46153846153846156,0.04825737265415549,0.9962828568899903,0.09563298396345082,11257,42,1378,36,0.5,0.11266094563513947,0.1112247305907339,0.0061354518996303,50850,12713,76,0.35143616700952407
logistic,raw,5,0,0.20998425196630593,0.6466680470026951,0.016973125884016973,0.6857142857142857,0.033126293995859216,0.999026462518807,0.09514024400000377,11288,11,1390,24,0.5,0.11017220173991236,0.1112247305907339,0.00275308739085975,50850,12713,76,0.31737304099078756
logistic,raw,5,1,0.2106194105669525,0.6650124328873217,0.016265912305516265,0.45098039215686275,0.031399317406143344,0.9975216852540273,0.09520157493307133,11270,28,1391,23,0.5,0.1119438884989181,0.11123348017621146,0.0040119572057898045,50851,12712,76,0.31684629200026393
logistic,raw,5,2,0.21995499398546264,0.6622782130532539,0.01627742392073602,0.5897435897435898,0.03168044077134986,0.9985840707964602,0.09462256974438912,11284,16,1390,23,0.5,0.11024741755322766,0.11114607095099505,0.00306772594981515,50850,12713,77,0.3179122500005178
logistic,raw,5,3,0.21071132981066604,0.6619999126866597,0.016985138004246284,0.42857142857142855,0.03267528931245745,0.9971678909638021,0.0952935206142714,11267,32,1389,24,0.5,0.1112068737455187,0.11115481434864695,0.004405286343612335,50851,12712,76,0.3201864170114277
logistic,raw,5,4,0.20190964415179508,0.6569931211446407,0.02263083451202263,0.4444444444444444,0.04306864064602961,0.9964598637047526,0.0957681832338261,11259,40,1382,32,0.5,0.11246742558314901,0.1112247305907339,0.0056634940611972,50850,12713,76,0.3134723330003908
logistic,raw,6,0,0.2099827005761233,0.6466661692783517,0.016973125884016973,0.6857142857142857,0.033126293995859216,0.999026462518807,0.09514025294517323,11288,11,1390,24,0.5,0.11017221405728754,0.1112247305907339,0.00275308739085975,50850,12713,76,0.3176335839962121
logistic,raw,6,1,0.21064452804162595,0.6650007273696037,0.016265912305516265,0.45098039215686275,0.031399317406143344,0.9975216852540273,0.09520161181225555,11270,28,1391,23,0.5,0.11190479919626432,0.11123348017621146,0.0040119572057898045,50851,12712,76,0.32596029099659063
logistic,raw,6,2,0.21995296758775504,0.6622768352028259,0.01627742392073602,0.5897435897435898,0.03168044077134986,0.9985840707964602,0.09462266528501402,11284,16,1390,23,0.5,0.11024729127254422,0.11114607095099505,0.00306772594981515,50850,12713,77,0.3191975000081584
logistic,raw,6,3,0.21071048297681785,0.6620004137675224,0.016985138004246284,0.42857142857142855,0.03267528931245745,0.9971678909638021,0.09529354643463049,11267,32,1389,24,0.5,0.11120691808495874,0.11115481434864695,0.004405286343612335,50851,12712,76,0.318166791999829
logistic,raw,6,4,0.201909125923761,0.6569937470527552,0.02263083451202263,0.4444444444444444,0.04306864064602961,0.9964598637047526,0.09576825120467072,11259,40,1382,32,0.5,0.11246788114152209,0.1112247305907339,0.0056634940611972,50850,12713,76,0.31306558300275356
logistic,raw,7,0,0.20682871673558823,0.6446689590759993,0.015558698727015558,0.7857142857142857,0.030513176144244106,0.9994689795557129,0.09534216902487763,11293,6,1392,22,0.5,0.11031548681912391,0.1112247305907339,0.0022024699126877998,50850,12713,76,0.30878891701286193
logistic,raw,7,1,0.20995353467934869,0.6640512659110537,0.015558698727015558,0.5,0.03017832647462277,0.9980527526995928,0.09530398893068077,11276,22,1392,22,0.5,0.11178933820149174,0.11123348017621146,0.003461296412838263,50851,12712,76,0.3040552500024205
logistic,raw,7,2,0.2156816442300972,0.6596037427427992,0.014154281670205236,0.5882352941176471,0.027643400138217002,0.9987610619469026,0.09491992334917242,11286,14,1393,20,0.5,0.11043486622749571,0.11114607095099505,0.0026744277511209,50850,12713,77,0.30792220898729283
logistic,raw,7,3,0.20851397347005318,0.6606956618360593,0.014861995753715499,0.42,0.028708133971291867,0.9974334011859457,0.0954571070718581,11270,29,1392,21,0.5,0.11113622735465484,0.11115481434864695,0.0039332913782252985,50851,12712,76,0.3074654580123024
logistic,raw,7,4,0.198315930892155,0.6539328686007311,0.02050919377652051,0.4264705882352941,0.03913630229419703,0.9965483671121338,0.09595801506215564,11260,39,1385,29,0.5,0.11233014111117524,0.1112247305907339,0.0053488555022418,50850,12713,76,0.31481241699657403
logistic,raw,8,0,0.2095282274960507,0.643206837720678,0.016973125884016973,0.5714285714285714,0.03296703296703297,0.9984069386671387,0.09518219755412961,11281,18,1390,24,0.5,0.10995438073172197,0.1112247305907339,0.0033037048690316997,50850,12713,76,0.3473408329882659
logistic,raw,8,1,0.20955360969572917,0.6630061572275125,0.016973125884016973,0.41379310344827586,0.03260869565217391,0.9969906178084617,0.09532128952883454,11264,34,1390,24,0.5,0.11191956867371812,0.11123348017621146,0.004562617998741347,50851,12712,76,0.333343624995905
logistic,raw,8,2,0.22666532951179302,0.666790109539109,0.021231422505307854,0.6122448979591837,0.04103967168262654,0.9983185840707964,0.09417424757455849,11281,19,1383,30,0.5,0.11018202730504968,0.11114607095099505,0.00385432234720365,50850,12713,77,0.33966095800860785
logistic,raw,8,3,0.21029298138386993,0.6588586993932599,0.019815994338287332,0.4,0.037761294672960216,0.9962828568899903,0.09528381295295697,11257,42,1385,28,0.5,0.11117982816158556,0.11115481434864695,0.005506607929515419,50851,12712,76,0.3438569589925464
logistic,raw,8,4,0.20476241649993154,0.6560659634547275,0.02545968882602546,0.46153846153846156,0.04825737265415549,0.9962828568899903,0.09564428617880756,11257,42,1378,36,0.5,0.11255352951228058,0.1112247305907339,0.0061354518996303,50850,12713,76,0.35496825000154786
logistic,raw,9,0,0.20958030938039976,0.6434684047217005,0.016973125884016973,0.5714285714285714,0.03296703296703297,0.9984069386671387,0.09516907177491563,11281,18,1390,24,0.5,0.1099111841609022,0.1112247305907339,0.0033037048690316997,50850,12713,76,0.3343014169950038
logistic,raw,9,1,0.20963189871062712,0.6634544722964824,0.016973125884016973,0.4,0.032564450474898234,0.9968135953266065,0.0953175170686377,11262,36,1390,24,0.5,0.11209461776171965,0.11123348017621146,0.004719949653870359,50851,12712,76,0.34651654100161977
logistic,raw,9,2,0.22654062017877571,0.6668298793128284,0.021231422505307854,0.6122448979591837,0.04103967168262654,0.9983185840707964,0.09418353575657729,11281,19,1383,30,0.5,0.11016525309277335,0.11114607095099505,0.00385432234720365,50850,12713,77,0.3382729579898296
logistic,raw,9,3,0.21034617572030898,0.6591451297414228,0.019815994338287332,0.4057971014492754,0.037786774628879895,0.9963713602973715,0.09527804323070792,11258,41,1385,28,0.5,0.11119150133632062,0.11115481434864695,0.005427942101950913,50851,12712,76,0.3363614590052748
logistic,raw,9,4,0.20484474106558398,0.6561806298212919,0.02545968882602546,0.46153846153846156,0.04825737265415549,0.9962828568899903,0.09563222015131528,11257,42,1378,36,0.5,0.11253684808680434,0.1112247305907339,0.0061354518996303,50850,12713,76,0.35305866700946353
logistic,raw,10,0,0.21151101238011077,0.6467544223224871,0.01768033946251768,0.6578947368421053,0.03443526170798898,0.9988494557040446,0.09504499847295728,11286,13,1389,25,0.5,0.10999636599860435,0.1112247305907339,0.0029890663100763,50850,12713,76,0.3479512909980258
logistic,raw,10,1,0.2105018062972498,0.6646297187946547,0.01768033946251768,0.44642857142857145,0.034013605442176874,0.9972561515312445,0.09524469381433244,11267,31,1389,25,0.5,0.11209172914043077,0.11123348017621146,0.004405286343612335,50851,12712,76,0.3398076250014128
logistic,raw,10,2,0.22433517869597858,0.6649636435375683,0.01840056617126681,0.5909090909090909,0.03568977350720659,0.9984070796460177,0.09432941221381153,11282,18,1387,26,0.5,0.11018090016530771,0.11114607095099505,0.0034610241485093997,50850,12713,77,0.345099999991362
logistic,raw,10,3,0.21098395049538873,0.6617798755528097,0.01910828025477707,0.421875,0.03656059580230196,0.9967253739268962,0.09522323320055551,11262,37,1386,27,0.5,0.1112205279756274,0.11115481434864695,0.005034612964128383,50851,12712,76,0.3482196249970002
logistic,raw,10,4,0.20474540181037204,0.6578086168269388,0.024045261669024046,0.4594594594594595,0.0456989247311828,0.9964598637047526,0.09562463187638946,11259,40,1380,34,0.5,0.11262770409736281,0.1112247305907339,0.0058208133406749,50850,12713,76,0.3435607089922996
logistic,raw,11,0,0.21133477856829547,0.6467158663826379,0.016973125884016973,0.631578947368421,0.03305785123966942,0.9987609522966634,0.09505419014666922,11285,14,1390,24,0.5,0.10995591968478638,0.1112247305907339,0.0029890663100763,50850,12713,76,0.34823579200019594
logistic,raw,11,1,0.2103510723043841,0.6643279417843917,0.01768033946251768,0.44642857142857145,0.034013605442176874,0.9972561515312445,0.09525376955184,11267,31,1389,25,0.5,0.11203390032853876,0.11123348017621146,0.004405286343612335,50851,12712,76,0.3429591669992078
logistic,raw,11,2,0.2246141034898848,0.6652972086002918,0.01910828025477707,0.6,0.037037037037037035,0.9984070796460177,0.0943099661304241,11282,18,1386,27,0.5,0.11010212730927053,0.11114607095099505,0.0035396837882482497,50850,12713,77,0.351708417001646
logistic,raw,11,3,0.21092297001615062,0.6616165858266647,0.01910828025477707,0.4153846153846154,0.036535859269282815,0.996636870519515,0.09523100431905684,11261,38,1386,27,0.5,0.1111695090034946,0.11115481434864695,0.005113278791692889,50851,12712,76,0.35111716701067053
logistic,raw,11,4,0.2047914302828497,0.6577861467256305,0.024045261669024046,0.4594594594594595,0.0456989247311828,0.9964598637047526,0.09562191035215947,11259,40,1380,34,0.5,0.1125248159104723,0.1112247305907339,0.0058208133406749,50850,12713,76,0.3411881659994833
logistic,raw,12,0,0.21086364409467867,0.6459507563035519,0.016973125884016973,0.6,0.033012379642365884,0.9985839454819011,0.0950786949537295,11283,16,1390,24,0.5,0.10994030525532279,0.1112247305907339,0.003146385589554,50850,12713,76,0.35782854199351277
logistic,raw,12,1,0.21011178627901855,0.664233233504672,0.01768033946251768,0.43859649122807015,0.03399048266485384,0.9971676402903169,0.09527608833723258,11266,32,1389,25,0.5,0.11209630075979458,0.11123348017621146,0.004483952171176841,50851,12712,76,0.35929587500868365
logistic,raw,12,2,0.2255139300514307,0.6660884078938304,0.01910828025477707,0.5869565217391305,0.037011651816312545,0.9983185840707964,0.09425410204305722,11281,19,1386,27,0.5,0.11018328206246503,0.11114607095099505,0.0036183434279870997,50850,12713,77,0.36178754099819344
logistic,raw,12,3,0.21056177590631592,0.6606325256473542,0.01910828025477707,0.39705882352941174,0.03646185010128292,0.9963713602973715,0.09524367507636575,11258,41,1386,27,0.5,0.11123659501227759,0.11115481434864695,0.005349276274386407,50851,12712,76,0.33995441600563936
logistic,raw,12,4,0.20512081532132576,0.6574739437581502,0.024045261669024046,0.4533333333333333,0.04566823371390195,0.9963713602973715,0.09561312977556291,11258,41,1380,34,0.5,0.11264078414102346,0.1112247305907339,0.0058994729804137495,50850,12713,76,0.35911304100591224
logistic,raw,13,0,0.21071781206067408,0.6456902533463238,0.016973125884016973,0.6153846153846154,0.03303509979353063,0.9986724488892822,0.09508774060917471,11284,15,1390,24,0.5,0.10990015212498408,0.1112247305907339,0.00306772594981515,50850,12713,76,0.36424041699501686
logistic,raw,13,1,0.21010510848878183,0.6642386793872468,0.01768033946251768,0.43859649122807015,0.03399048266485384,0.9971676402903169,0.09527634447790807,11266,32,1389,25,0.5,0.11210249744117927,0.11123348017621146,0.004483952171176841,50851,12712,76,0.3532385830039857
logistic,raw,13,2,0.22541589450681399,0.665833380305507,0.01840056617126681,0.5909090909090909,0.03568977350720659,0.9984070796460177,0.09425613484306761,11282,18,1387,26,0.5,0.11018479940105964,0.11114607095099505,0.0034610241485093997,50850,12713,77,0.3611894170026062
